"","id","target_child_id","gloss","stem","type","part_of_speech","corpus_name","speaker_role","utterance_order"
"184",523297,2220,"why I go why I got to do I got pull back by ma sleeve down my sleeve","why I why I get to I get pull back by my sleeve down my sleeve","declarative","pro:int pro:sub pro:rel pro:sub v prep pro:sub v v adv prep det:poss n prep det:poss n","Hall","Target_Child",556
"185",523369,2112,"da buh inz stick out","the button stick out","declarative","det:art v v adv","Hall","Target_Child",1113
"186",523410,2112,"where's that stick","where that stick","question","pro:int pro:dem v","Hall","Target_Child",1115
"187",523676,2007,"he's checking if everything working awright","he check if everything work alright","declarative","pro:sub part conj pro:indef part adj","Hall","Target_Child",1540
"188",523890,2108,"Chris the hot waters dropping it could burn your head","Chris the hot water drop it could burn your head","declarative","n:prop det:art adj n part pro:per mod v det:poss n","Hall","Target_Child",1163
"189",524390,2234,"look yall hey hold it","look you hey hold it","declarative","v pro:per co v pro:per","Hall","Target_Child",670
"190",524654,2220,"I'm gonna let you hold my racing car okay","I go let you hold my race car okay","question","pro:sub part v pro:per v det:poss part n adj","Hall","Target_Child",626
"191",524936,2141,"mommy I could buy some bubble gum","mommy I could buy some bubble gum","declarative","n pro:sub mod v qn n n","Hall","Target_Child",594
"192",525135,2220,"you pushed it push did wid da crackers kraekurs","you push it with the cracker","declarative","pro:per v pro:per prep det:art n","Hall","Target_Child",651
"193",525230,2141,"and I'm gonna buy something with it","and I go buy something with it","declarative","coord pro:sub part v pro:indef prep pro:per","Hall","Target_Child",610
"194",525238,2220,"why you pushed it","why you push it","question","pro:int pro:per v pro:per","Hall","Target_Child",656
"195",525339,2220,"so I'm not gonna let you hold ma car and I'm a bring it here and you not gonna hold it","so I not go let you hold my car and I go to bring it here and you not go hold it","declarative","adv pro:sub neg part v pro:per v det:poss n coord pro:sub part inf v pro:per adv coord pro:per neg part v pro:per","Hall","Target_Child",661
"196",525527,2053,"hold it you better you better be good because he know who's","hold it you good you good be good because he know who","question","v pro:per pro:per adj pro:per adj cop adj conj pro:sub v pro:rel","Hall","Target_Child",1450
"197",525614,2187,"we gonna go on downstairs buy a new guns from mister john","we go go on downstairs buy a new gun from mister john","declarative","pro:sub part v adv adv v det:art adj n prep n n","Hall","Target_Child",1075
"198",525686,2234,"now when you break it your mother gonna buy another one","now when you break it your mother go buy another one","declarative","adv conj pro:per v pro:per det:poss n part v qn pro:indef","Hall","Target_Child",736
"199",525800,2234,"I'm not ya baby I'll punch you in your mouth","I not your baby I punch you in your mouth","declarative","pro:sub neg det:poss n pro:sub v pro:per prep det:poss n","Hall","Target_Child",741
"200",525837,2040,"xxx you stick your head in gravy and then you","you stick your head in gravy and then you","trail off","pro:per v det:poss n prep n coord adv:tem pro:per","Hall","Target_Child",1060
"201",525871,2202,"push this over","push this over","declarative","v pro:dem adv","Hall","Target_Child",988
"202",525919,2040,"hah hardy hardy hard herd hurd hurt hardy hardy mardy mardy mart mardy hardy for teacher teach","hardy hardy hard herd hurd hurt hardy hardy mardy mardy mart mardy hardy for teach teach","declarative","wplay wplay wplay wplay wplay wplay wplay wplay wplay wplay wplay wplay wplay prep n v","Hall","Target_Child",1064
"203",525959,2007,"kick him in the stomach","kick him in the stomach","declarative","v pro:obj prep det:art n","Hall","Target_Child",1652
"204",525973,2007,"I kick him on the stomach","I kick him on the stomach","declarative","pro:sub v pro:obj prep det:art n","Hall","Target_Child",1653
"205",526299,2249,"I said I want my hat tied","I say I want my hat tie","declarative","pro:sub v pro:sub v det:poss n v","Hall","Target_Child",546
"206",526347,2220,"why you pushed it hon","why you push it hon","question","pro:int pro:per v pro:per n","Hall","Target_Child",710
"207",526621,2065,"mommy bought these at the store","mommy buy these at the store","declarative","n v pro:dem prep det:art n","Hall","Target_Child",810
"208",526832,2249,"xxx hold my hand","hold my hand","declarative","v det:poss n","Hall","Target_Child",572
"209",527485,2040,"I'm holding the door","I hold the door","declarative","pro:sub part det:art n","Hall","Target_Child",1137
"210",527510,2040,"I'm holding the door","I hold the door","declarative","pro:sub part det:art n","Hall","Target_Child",1138
"211",527738,2108,"you gluing this together","you glue this together","question","pro:per part pro:dem adv","Hall","Target_Child",1357
"212",527781,2040,"deh deh deh stick it up","stick it up","declarative","v pro:per adv","Hall","Target_Child",1152
"213",527888,2172,"I got I bought ma medicine","I I buy my medicine","declarative","pro:sub pro:sub v det:poss n","Hall","Target_Child",894
"214",527983,2172,"Miss Blasingame I bought my medicine because I'm sick","Miss Blasingame I buy my medicine because I sick","declarative","n:prop n:prop pro:sub v det:poss n conj pro:sub adj","Hall","Target_Child",900
"215",527986,2141,"did you check the stove","do you check the stove","question","mod pro:per v det:art n","Hall","Target_Child",748
"216",528257,2091,"she doesn't let she doesn't let me buy these","she do let she do let me buy these","declarative","pro:sub mod part pro:sub mod v pro:obj v pro:dem","Hall","Target_Child",842
"217",528396,2234,"I'm a punch you","I go to punch you","declarative","pro:sub part inf v pro:per","Hall","Target_Child",870
"218",528563,1999,"lot a people celebrate it today","lot a person celebrate it today","declarative","n det:art n v pro:per adv:tem","Hall","Target_Child",2106
"219",528576,2234,"let me hold it","let me hold it","declarative","v pro:obj v pro:per","Hall","Target_Child",880
"220",528596,2006,"I won't drop it","I will drop it","declarative","pro:sub mod v pro:per","Hall","Target_Child",1847
"221",528793,2141,"oh it's stuck","oh it stick","question","co pro:per part","Hall","Target_Child",787
"222",528834,2006,"I think you dropped it","I think you drop it","declarative","pro:sub v pro:per v pro:per","Hall","Target_Child",1859
"223",529110,2065,"hey I dropped it","hey I drop it","declarative","co pro:sub v pro:per","Hall","Target_Child",937
"224",529804,2053,"she we just checked it","we just check it","declarative","pro:sub adv v pro:per","Hall","Target_Child",1661
"225",529953,2187,"mines is tied","mine be tie","declarative","n aux part","Hall","Target_Child",1297
"226",530565,2187,"stop pushing stop pushing miss Mixon mike pushing","stop push stop push miss Mixon mike push","declarative","n part n part n n:prop n part","Hall","Target_Child",1325
"227",530656,2187,"Carl was in na front pulling","Carl be in the front pull","question","n:prop aux prep det:art n part","Hall","Target_Child",1329
"228",530764,2006,"xxx hold that","hold that","declarative","v pro:dem","Hall","Target_Child",1948
"229",530824,2187,"stop pushing I was here","stop push I be here","imperative_emphatic","n part pro:sub cop adv","Hall","Target_Child",1337
"230",530853,2220,"stop pushing me back so I could break it","stop push me back so I could break it","declarative","n part pro:obj adv conj pro:sub mod v pro:per","Hall","Target_Child",932
"231",531517,2077,"hold dis I heard you hold um","hold this I hear you hold","question","v det:dem pro:sub v pro:per v","Hall","Target_Child",1413
"232",532095,2234,"hold the pickle hold the lettuce special orders","hold the pickle hold the lettuce special order","trail off","v det:art n n det:art n adj n","Hall","Target_Child",1038
"233",532214,2202,"push it over","push it over","declarative","v pro:per adv","Hall","Target_Child",1288
"234",532227,2234,"hold the pickle hold the lettuce","hold the pickle hold the lettuce","declarative","v det:art n n det:art n","Hall","Target_Child",1043
"235",532261,2202,"push it over","push it over","declarative","v pro:per adv","Hall","Target_Child",1290
"236",532353,2234,"xxx hold the pickle hold the lettuce special orders don't upset us xxx hold the pickle hold the lettuce special orders don't upset us all we ask is","hold the pickle hold the lettuce special order do upset us hold the pickle hold the lettuce special order do upset us all we ask be","trail off","v det:art n n det:art n adj n mod v pro:obj v det:art n n det:art n adj n mod v pro:obj adv pro:sub v aux","Hall","Target_Child",1047
"237",532578,2007,"when she tickled my feet","when she tickle my foot","declarative","conj pro:sub v det:poss n","Hall","Target_Child",1958
"238",532589,2234,"I got tie my shoes","I get tie my shoe","declarative","pro:sub v v det:poss n","Hall","Target_Child",1057
"239",532811,2264,"what are you licking your paw for a huh","what be you lick your paw for a huh","question","pro:int aux pro:per part det:poss n prep det:art co","Hall","Target_Child",160
"240",532823,2220,"I said I I was I was trying a let Stoney xxx hear something dren I and then I drop prahp it he was over my house","I I I be I be try to let Stoney hear something then I and then I drop it he be over my house","declarative","pro:sub pro:sub pro:sub cop pro:sub aux part inf v n:prop v pro:indef adv:tem pro:sub coord adv:tem pro:sub v pro:per pro:sub cop prep det:poss n","Hall","Target_Child",1014
"241",532886,2040,"Anthony wanna hang with me","Anthony want hang with me","question","n:prop v v prep pro:obj","Hall","Target_Child",1383
"242",532923,2040,"Tyrone's hanging there yai yah hm hm hm","Tyrone hang there hm hm hm","declarative","n:prop part adv co co co","Hall","Target_Child",1385
"243",533140,2234,"why you push me","why you push me","question","pro:int pro:per v pro:obj","Hall","Target_Child",1079
"244",533571,2130,"you kick me and I'm a bust your behind","you kick me and I go to bust your behind","declarative","pro:per v pro:obj coord pro:sub part inf v det:poss adv","Hall","Target_Child",1149
"245",533840,2202,"xxx den punch him in his face","then punch him in his face","declarative","adv:tem v pro:obj prep det:poss n","Hall","Target_Child",1359
"246",533861,2202,"den punch him in the face right","then punch him in the face right","question","adv:tem v pro:obj prep det:art n co","Hall","Target_Child",1360
"247",533864,1999,"when they go in the store selling carrots","when they go in the store sell carrot","declarative","conj pro:sub v prep det:art n part n","Hall","Target_Child",2331
"248",533932,1999,"when they go in the store selling carrots","when they go in the store sell carrot","declarative","conj pro:sub v prep det:art n part n","Hall","Target_Child",2334
"249",534117,2130,"now it's gotta hold","now it got hold","declarative","adv pro:per mod v","Hall","Target_Child",1171
"250",534255,2234,"kick it open","kick it open","declarative","v pro:per adj","Hall","Target_Child",1128
